0	-1.347256
1	0.805273
2	2.208615
3	-1.214224
4	1.683525
5	2.282958
6	1.098509
7	-1.453873
8	-2.868960
9	-2.262726
10	2.338480
11	1.415124
12	-2.232504
13	-1.817591
14	-3.060325
15	-2.435216
16	-2.334477
17	-1.806941
18	-1.648183
19	-2.528321
20	1.293141
21	1.200761
22	-2.643082
23	1.062237
24	0.331026
25	1.582953
26	-1.822563
27	1.184825
28	-2.195621
29	-2.443201
30	-1.883728
31	-2.075347
32	3.321084
33	-1.805607
34	-0.036542
35	-1.830725
36	-2.378274
37	0.803082
38	-1.791453
39	-2.343066
40	-2.232086
41	1.106890
42	0.382261
43	2.105414
44	1.056120
45	3.086443
46	-1.970086
47	-3.430077
48	-1.857013
49	-2.335200
50	-2.466923
51	-1.946840
52	-2.021831
53	-2.072304
54	0.575715
55	-3.104501
56	-1.850549
57	2.447913
58	0.830385
59	0.058716
60	0.093498
61	-2.613730
62	-1.575269
63	-1.506282
64	-1.722569
65	-2.975606
66	-2.413714
67	-2.734889
68	-2.658514
69	-1.364502
70	-0.373691
71	2.854685
72	-2.206511
73	-1.637227
74	2.080577
75	0.131326
76	-2.465457
77	0.632941
78	-1.791202
79	2.339069
80	-1.662262
81	-0.299822
82	-1.467830
83	-0.600499
84	-2.516549
85	-1.920904
86	-2.431091
87	-2.561011
88	-1.276516
89	-1.384520
90	-1.915226
91	-1.842220
92	-1.893915
93	-2.446180
94	-0.218239
95	-0.109393
96	-2.594249
97	-2.246984
98	0.213476
99	1.672915
100	1.226854
101	0.690522
102	-1.322901
103	1.632259
104	-2.990292
105	2.145430
106	-2.659362
107	-2.160679
108	-0.461505
109	-2.338128
110	-2.309509
111	-1.579831
112	-0.396175
113	-2.267032
114	-2.890758
115	-2.217691
116	-2.203836
117	-1.405843
118	-0.004229
119	-2.245613
120	2.092499
121	1.199705
122	2.401550
123	-0.108070
124	-1.631554
125	-1.369044
126	-2.711523
127	-1.810205
128	-2.061926
129	-2.305269
130	-2.239318
131	-0.511607
132	0.072513
133	-1.281814
134	-1.643747
135	-1.866713
136	0.562925
137	2.085630
138	1.572717
139	-2.321794
140	-2.414170
141	-2.725548
142	-2.356277
143	-0.190304
144	0.916714
145	-0.091259
146	-2.182572
147	-1.811249
148	-2.766746
149	-1.552203
150	-1.767733
151	0.258368
152	-0.889841
153	-2.379495
154	-1.027821
155	-1.879284
156	-0.984208
157	-2.181437
158	-2.744909
159	1.212938
160	-2.661266
161	0.979815
162	-2.087626
163	-3.121389
164	-1.646882
165	1.317564
166	-0.110172
167	0.464370
168	-1.433288
169	-1.855675
170	0.085118
171	-1.806510
172	-1.456601
173	1.178121
174	-1.396564
175	-1.706933
176	-1.155925
177	-1.283793
178	-0.607444
179	0.360665
180	-2.374180
181	-1.843799
182	1.324044
183	-1.703938
184	-2.170101
185	-1.449589
186	0.193083
