0	-2.044501
1	2.284074
2	2.269141
3	1.878634
4	3.459398
5	-1.409173
6	2.959202
7	0.924712
8	1.869498
9	-1.370802
10	-1.262292
11	0.846211
12	-1.660939
13	-1.846618
14	-1.988956
15	-2.605375
16	1.580559
17	1.289016
18	-1.621977
19	-1.924336
20	-2.176647
21	0.517398
22	-2.319772
23	-1.282847
24	-2.403791
25	0.751311
26	-1.562164
27	0.452841
28	-1.229000
29	-1.962555
30	-2.907695
31	-1.458019
32	-2.748426
33	1.801248
34	0.157275
35	-1.894810
36	1.403460
37	0.904700
38	1.148848
39	-1.813124
40	1.243252
41	-1.344819
42	-2.499019
43	-2.091505
44	-0.460963
45	-2.195563
46	-0.357881
47	0.547839
48	0.242263
49	-1.913734
50	-0.353147
51	2.828703
52	-0.497985
53	-1.827639
54	-2.730104
55	1.031794
56	-1.867955
57	-0.437218
58	-1.415086
59	1.847220
60	3.379518
61	-2.738566
62	-2.130399
63	1.149505
64	-1.904314
65	0.384242
66	-0.533458
67	-2.508269
68	0.637781
69	-1.277971
70	-1.695617
71	-2.007794
72	-2.757927
73	0.166231
74	-2.455129
75	-2.512655
76	-2.885987
77	-0.159259
78	-0.228494
79	-0.969685
80	-1.440416
81	2.612968
82	1.360796
83	1.572345
84	1.765255
85	-1.363951
86	-1.480431
87	-1.761469
88	-1.379242
89	-0.451347
90	-2.183198
91	-1.276577
92	0.550600
93	1.126988
94	-2.194659
95	2.400436
96	1.111361
97	0.508077
98	2.177650
99	-2.185437
100	-2.411175
101	-2.836905
102	0.097660
103	-2.892100
104	-1.410294
105	1.327615
106	-0.568539
107	1.682411
108	-2.484716
109	-1.254177
110	-2.233402
111	-1.950787
112	-0.099107
113	-2.618759
114	0.565541
115	1.450872
116	-2.020325
117	-1.779600
118	-1.027444
119	-1.883789
120	-1.384567
121	-1.907691
122	0.846153
123	-1.123358
124	1.017844
125	-1.879617
126	-1.324736
127	1.690913
128	0.786108
129	-1.848573
130	-1.360264
131	1.691630
132	-1.988475
133	-1.941402
134	-1.839535
135	-2.530952
136	1.726593
137	-2.033363
138	-1.221855
139	-1.482473
140	-0.191426
141	-1.975428
142	0.238229
143	-1.226339
144	-2.611367
145	-1.729975
146	0.436598
147	1.115305
148	-1.770609
149	-1.717516
150	-2.926078
151	-2.063428
152	1.017740
153	-1.964932
154	1.551112
155	-0.207089
156	-0.541986
157	1.160935
158	-2.249497
159	1.467917
160	-2.524881
161	-2.791274
162	0.826429
163	-2.153353
164	-1.954885
165	-2.783249
166	-2.278606
167	-2.348403
168	1.702530
169	-1.744024
170	-2.695913
171	-1.994836
172	-1.892193
173	-0.232514
174	-2.175546
175	0.257083
176	0.775658
177	-2.102976
178	1.340569
179	-1.859630
180	0.513238
181	-2.061357
182	-1.806008
183	-1.853174
184	-0.543911
185	1.087995
186	-0.457043
187	-0.890255
188	-1.894487
189	1.440271
190	1.094265
191	0.674274
192	-2.598656
193	-2.161749
194	-2.071522
195	2.203857
196	-1.339836
197	-2.319809
198	1.783570
199	-2.311979
