0	-0.730735	2.769258
1	-0.720799	3.224933
2	-0.668753	2.569994
3	-0.752793	3.619923
4	-0.995359	2.609349
5	-0.620110	2.672381
6	-0.687568	3.032070
7	-0.596990	2.644476
8	-0.974452	2.212977
9	-1.078160	1.833867
10	-0.440646	3.289843
11	-0.742730	2.637276
12	-0.950159	2.314110
13	-0.511898	2.968237
14	-0.946353	2.472176
15	-0.818259	2.687463
16	-0.955340	2.074967
17	-0.431398	2.453586
18	-0.547691	3.058433
19	-0.152563	3.020232
20	-0.611479	2.869690
21	-0.644033	2.838449
22	-0.621858	3.056466
23	-0.703172	2.869466
24	-0.873392	3.461015
25	-0.727838	2.412179
26	-0.464738	3.051953
27	-1.018653	2.335081
28	-0.508613	2.884508
29	-0.704131	2.997335
30	-0.908054	2.489889
31	-0.825282	2.894243
32	-0.870773	3.092257
33	-0.489948	3.433458
34	-1.074302	2.521570
35	-0.976277	1.945956
36	-0.875775	2.554793
37	-0.980676	2.437756
38	-1.023529	2.443233
39	-0.935652	2.456047
40	-0.640870	3.041736
41	-0.844057	2.476985
42	-1.080189	2.459959
43	-1.069105	2.293235
44	-0.500066	3.361328
45	-1.053822	2.577917
46	-0.945007	2.571504
47	-0.595113	2.400937
48	-0.829421	2.876739
49	-0.558352	2.655885
50	-0.724634	2.869204
51	-0.325394	2.834374
52	-1.239282	1.971364
53	-0.838358	2.516984
54	-0.696600	3.231276
55	-0.627306	2.460263
56	-1.147751	2.250164
57	-0.721738	3.441151
58	-0.546894	2.562345
59	-0.506857	2.836653
60	-1.017073	2.258042
61	-1.148212	2.209324
62	-0.752676	3.087088
63	-0.639538	2.618523
64	-0.830072	2.445782
65	-1.236318	2.148435
66	-0.727407	3.287064
67	-0.952614	2.810553
68	-0.629296	3.090464
69	-0.888722	2.275885
70	-0.891503	3.644944
71	-1.073768	2.402383
72	-0.967008	1.871397
73	-0.817848	2.493596
74	-0.645420	3.032722
75	-1.167494	2.374012
76	-0.704238	2.443397
77	-0.798871	3.325115
78	-0.556102	2.804492
79	-0.620639	2.591441
80	-0.504029	3.131438
81	-0.388860	3.158528
82	-0.792817	2.934204
83	-0.735390	2.692691
84	-1.033526	2.675431
85	-1.424572	1.669630
86	-0.483802	3.333135
87	-0.682944	3.222021
88	-0.136061	2.916915
89	-0.753395	2.824552
90	-0.803902	2.688042
91	-1.064795	2.501674
92	-0.899410	1.778257
93	-0.406715	3.510688
94	-1.028726	2.546565
95	-0.511005	2.515415
96	-1.204374	1.813626
97	-0.880819	2.597834
98	-1.157531	2.333606
99	-0.729138	2.781505
100	-0.804704	2.709818
101	-0.854239	2.669465
102	-0.774961	2.627969
103	-1.058815	2.380013
104	-0.645790	2.758428
105	-0.491965	3.315823
106	-0.778853	2.336983
107	-0.495146	3.032260
108	-1.122744	2.456688
109	-0.888057	3.048632
110	-0.800350	2.847831
111	-0.935876	2.741066
112	-0.762421	2.960465
113	-1.027512	3.537175
114	-0.991666	2.244216
115	-0.728721	2.875225
116	-0.880382	2.780253
117	-0.508273	3.178464
118	-1.105190	2.363982
119	-0.905396	2.195681
120	-0.339857	2.671221
121	-0.611825	2.749161
122	-0.814986	2.610419
123	-0.750343	2.466176
124	-1.184353	1.757998
125	-0.568164	3.250453
126	-0.625780	3.247030
127	-0.509423	3.172051
128	-1.035638	2.583702
129	-1.149739	2.432170
130	-0.683792	3.460478
131	-0.972137	3.101596
132	-0.619709	3.039101
133	-0.967517	2.623800
134	-1.329275	2.009098
135	-0.766196	2.907672
136	-0.922534	2.136456
137	-0.481680	2.735296
138	-1.167740	2.421660
139	-0.872447	2.690887
140	-0.867081	2.578149
141	-1.168006	2.555900
142	-0.489978	2.515826
143	-0.296218	3.304426
144	-0.367727	2.682379
145	-1.080286	2.247992
146	-0.966150	2.809844
147	-0.784566	2.771544
148	-0.456569	2.588900
149	-1.000872	2.106532
150	-0.972421	2.042000
151	-1.190164	2.361964
152	-1.089317	2.283938
153	-0.806944	2.755163
154	-0.787888	2.879374
155	-0.551227	3.086345
156	-1.553407	1.333392
157	-1.091163	2.154110
158	-1.030762	2.295653
159	-0.585391	3.322548
160	-1.040273	1.908863
161	-0.907201	2.478846
162	-0.528866	2.669735
163	-1.228215	1.939066
164	-0.880913	2.282668
165	-0.362900	2.863988
166	-0.635858	2.704798
167	-0.903457	2.188398
168	-1.127866	1.755721
169	-1.040499	2.617204
170	-0.697778	2.804650
171	-0.793024	2.912964
172	-0.640365	2.804754
173	-0.583543	3.079113
174	-0.662536	3.031862
175	-0.221101	2.659621
176	-0.911808	2.651801
177	-1.006905	3.002353
178	-0.863447	2.578657
179	-1.012344	2.605173
180	-1.210394	2.326986
181	-1.000622	2.221568
182	-0.828252	2.754743
183	-0.723820	2.511564
184	-0.511015	2.930906
185	-0.676657	3.443317
186	-0.410155	3.041175
187	-1.042468	2.316051
188	-1.199490	2.451090
189	-0.923059	2.343216
190	-0.708396	2.394860
191	-0.823336	2.679791
192	-0.752782	3.111754
193	-0.669388	3.006374
194	-0.740564	2.851058
195	-0.670604	2.785778
196	-0.873402	2.453262
197	-0.509212	3.248882
198	-1.264474	1.755697
199	-0.650584	2.926836
200	-0.915560	2.941367
201	-0.662645	2.620273
202	-0.830512	2.769626
203	-1.262463	2.464123
204	-1.088362	1.803119
205	-0.807954	2.992470
206	-0.696948	2.558534
207	-0.709255	2.915949
208	-0.432284	3.623252
209	-0.860007	2.198324
210	-0.918753	2.901025
211	-0.644082	2.335509
212	-1.094100	3.105367
213	-0.614478	2.960514
214	-0.978748	2.387298
215	-1.032809	2.646171
216	-1.012439	2.447778
217	-0.703166	2.422953
218	-1.337167	1.466908
219	-0.734887	2.730013
220	-0.646494	3.026539
221	-0.946163	2.460312
222	-0.692370	2.553817
223	-0.503177	3.491627
224	-0.748110	2.690839
225	-1.046209	3.198953
226	-0.969249	2.764201
227	-0.683567	2.410462
228	-1.035310	2.528778
229	-0.985791	2.267329
230	-1.040702	2.304729
231	-0.877109	2.619046
232	-0.531618	3.061005
233	-1.157863	3.074340
234	-0.711357	2.237979
235	-0.555087	3.363711
236	-1.075491	2.126399
237	-0.892052	2.142972
238	-0.846669	2.646052
239	-0.400691	2.986829
240	-0.733985	2.606716
241	-0.748554	2.807602
242	-0.774733	3.181088
243	-1.152983	1.982404
244	-0.647284	2.063348
245	-1.211048	2.126898
246	-0.869957	1.982661
247	-0.827958	2.585051
248	-1.009004	2.411497
249	-0.856281	2.267111
250	-0.986035	2.896644
251	-0.505359	2.743751
252	-0.957970	2.555681
253	-0.613691	2.984807
254	-0.675239	2.373010
255	-0.843990	2.305739
256	-0.952053	2.647171
257	-0.692562	2.756142
258	-0.714149	2.732771
259	-0.821259	2.823940
260	-0.570670	2.918132
261	-0.372585	3.007101
262	-0.889536	2.098865
263	-0.419434	3.436255
264	-0.846118	2.826362
265	-0.885388	2.098343
266	-0.638125	3.525509
267	-0.948265	2.026682
268	-0.951132	2.260418
269	-0.519148	3.047531
270	-0.467269	2.851285
271	-0.692426	3.116176
272	-0.759735	2.682986
273	-0.598429	3.351660
274	-1.250407	1.847994
275	-0.693896	3.008045
276	-0.603022	3.637621
277	-1.107519	1.905569
278	-1.153612	2.622717
279	-0.808462	2.154764
280	-0.332980	2.780532
281	-0.716897	3.088940
282	-0.720230	2.411682
283	-0.638350	2.927596
284	-0.591189	2.883223
285	-0.828649	2.235130
286	-0.807524	2.506667
287	-0.842059	2.890502
288	-0.357788	3.091553
289	-0.986542	3.152322
290	-0.657935	2.825522
291	-0.788249	2.785754
292	-0.839281	2.546645
293	-0.902866	2.398278
294	-0.512528	3.155948
295	-0.760013	3.081625
296	-0.699225	2.233766
297	-1.112919	2.231471
298	-0.820706	2.926337
299	-1.014902	2.355077
300	-1.006664	2.442502
301	-0.494359	3.270376
302	-0.997731	1.912142
303	-0.893156	2.429916
304	-0.929121	2.739188
305	-0.809762	2.299560
306	-0.873986	2.363569
307	-0.556176	2.463564
308	-0.190680	3.093823
309	-0.735972	3.258222
310	-0.536837	2.923169
311	-1.024083	2.344074
312	-0.740976	3.064013
313	-0.690960	2.542305
314	-0.716722	2.735872
315	-0.424826	2.720954
316	-0.686739	2.731453
317	-0.650347	2.837176
318	-1.044872	2.510940
319	-0.727057	2.668096
320	-0.713776	2.981865
321	-0.971223	2.758265
322	-0.969874	2.784333
323	-1.166962	2.278378
324	-0.926531	2.865610
325	-0.806372	2.521619
326	-0.705157	3.561423
327	-0.978181	2.468668
328	-0.786382	2.937244
329	-0.612868	2.571775
330	-0.925582	2.382218
331	-0.557227	3.028673
332	-0.706506	2.216147
333	-0.550214	2.705035
334	-0.120223	2.789006
335	-0.532935	2.563214
336	-0.715476	3.125349
337	-0.869005	2.884648
338	-0.660856	2.661029
339	-0.739008	2.307927
340	-0.827897	2.685777
341	-0.390495	2.948247
342	-1.000435	2.088707
343	-0.550733	3.022357
344	-0.432486	3.188908
345	-0.603146	2.887264
346	-1.120363	2.316921
347	-0.549634	3.021982
348	-0.888622	2.951572
349	-1.021974	1.702253
350	-0.661371	3.393635
351	-0.585582	3.076545
352	-0.614520	3.076314
353	-0.517885	3.083904
354	-0.767510	3.053777
355	-0.948077	2.355969
356	-1.029611	3.034668
357	-1.229051	2.370654
358	-0.711138	2.817161
359	-0.153022	3.495677
360	-1.026069	2.712151
361	-0.903541	2.535117
362	-0.492200	2.615624
363	-0.686197	2.746967
364	-1.026558	2.933938
365	-0.774936	2.380924
366	-1.164690	2.154648
367	-1.258120	2.260981
368	-0.550492	3.103196
369	-0.862161	2.704862
370	-0.680165	3.059991
371	-1.318970	2.741543
372	-0.611776	2.720768
373	-0.923274	2.407635
374	-0.729136	3.186396
375	-0.890808	2.293481
376	-0.835355	2.549146
377	-1.040882	2.300902
378	-0.634529	2.728847
379	-0.898289	2.437108
380	-0.851537	2.591287
381	-1.575126	1.425000
382	-0.539283	2.355699
383	-0.830973	2.629689
384	-0.764822	2.876151
385	-0.931430	2.153015
386	-0.664148	1.971112
387	-0.737331	2.134285
388	-1.045343	1.722425
389	-1.123138	2.491019
390	-0.815987	2.495817
391	-0.783282	2.530367
392	-0.959031	3.401550
393	-0.797329	2.721957
394	-0.541887	2.593211
395	-1.239210	2.113992
396	-0.801722	2.726652
397	-0.937500	2.430713
398	-0.983605	2.411719
399	-1.276346	1.526881
400	-1.116912	2.775345
401	-1.103490	2.016821
402	-0.453646	3.158240
403	-1.136411	2.234739
404	-0.395759	2.846466
405	-0.470459	2.711153
406	-0.916370	2.709489
407	-0.756531	2.532762
408	-0.697732	3.863793
409	-0.984233	2.093713
410	-0.686767	2.840309
411	-1.089550	1.821628
412	-1.057061	1.971533
413	-0.723545	2.796638
414	-0.797624	2.704990
415	-0.691377	2.701032
416	-0.921683	2.692312
417	-0.365619	3.020599
418	-0.605932	2.889101
419	-0.803806	2.756782
