0	1.789079
1	-2.713558
2	0.097797
3	-1.290852
4	-2.632457
5	1.735370
6	2.418810
7	-1.493195
8	-2.855137
9	0.696748
10	-0.356317
11	2.335949
12	-2.365099
13	-1.465783
14	-1.781859
15	-2.080832
16	-2.301224
17	1.366238
18	-2.363886
19	-1.743551
20	1.880081
21	0.487874
22	1.762210
23	-2.576689
24	-1.999355
25	-2.609265
26	-1.758998
27	0.175237
28	-2.595626
29	-0.203817
30	-1.603117
31	-1.863876
32	-2.343999
33	1.578705
34	-0.670328
35	-2.104319
36	-1.196078
37	-2.008386
38	-1.270515
39	0.947862
40	-1.865430
41	-1.989420
42	-1.990796
43	-3.031870
44	-2.122798
45	-2.497776
46	-1.804035
47	-0.614788
48	-2.439852
49	1.564986
