0	-1.393639
1	2.433358
2	-1.596367
3	-2.009134
4	-1.889785
5	0.515050
6	0.616404
7	-2.632405
8	-2.026930
9	-2.517916
10	-2.262084
11	0.701881
12	1.334194
13	-0.307916
14	0.946071
15	-0.329063
16	-0.353217
17	-2.099528
18	0.875978
19	-1.060462
20	-1.675586
21	-1.636162
22	0.940975
23	0.967947
24	-2.142106
25	-1.629801
26	-2.515073
27	-1.653138
28	-1.766646
29	0.445869
30	0.147496
31	1.407162
32	-2.213745
33	-1.153417
34	-1.818781
35	-1.469055
36	-2.566959
37	-1.803206
38	0.150110
39	0.941747
40	-0.254056
41	1.808831
42	2.169689
43	-1.960021
44	-2.178793
45	-0.672526
46	1.086002
47	1.271678
48	-2.589151
49	-1.954687
50	-1.706543
51	0.921852
52	-2.958982
53	-2.182028
54	1.135030
55	-2.205587
56	-1.759695
57	-1.479826
58	-1.624178
59	1.583507
60	1.694502
61	-2.276902
62	-2.536488
63	-1.512709
64	-1.363938
65	-1.622183
66	-1.514524
67	1.249198
68	-1.547025
69	-1.372079
70	-1.709678
71	1.798169
72	-2.675902
73	1.871305
74	-0.664072
75	-0.554476
76	2.315169
77	-2.281578
78	-1.969630
79	-1.180624
80	-2.124669
81	2.033323
82	2.475980
83	0.133122
84	-2.237337
85	-2.098890
86	1.829101
87	0.192522
88	-0.127507
89	3.682204
90	-2.764429
91	-2.538822
92	-2.072037
93	-1.492368
94	-2.070288
95	-0.627231
96	-2.747068
97	0.497861
98	1.193996
99	-2.798553
100	-0.988053
101	-2.606094
102	-2.682342
103	3.042286
104	1.088801
105	-0.015904
106	-2.887368
107	1.981865
108	1.855892
109	0.733491
110	-2.804205
111	-1.867103
112	1.291958
113	0.298805
114	-1.103829
115	-0.636770
116	-2.342326
117	0.618280
118	-2.535321
119	0.657017
120	-3.269968
121	0.615140
122	-2.878501
123	0.975614
124	2.053295
125	-1.722028
126	-2.422566
127	-1.425545
128	-2.037787
129	1.835538
130	0.479401
131	-0.082378
132	-2.722305
133	1.539190
134	-1.918493
135	-2.224846
136	1.275142
