i: 0 x: 0.890011 y: 0.719306 z: 0.076323
i: 1 x: 0.253652 y: 0.034800 z: 0.449041
i: 0 x: 0.819828 y: 0.638476 z: 0.500038
i: 1 x: 0.543667 y: 0.167418 z: 0.453442
i: 0 x: 0.937534 y: 0.707656 z: 0.756746
i: 1 x: 0.299995 y: 0.878496 z: 0.105124
i: 1 x: 0.638010 y: 0.177107 z: 0.727899
i: 1 x: 0.333168 y: 0.070384 z: 0.931000
i: 0 x: 0.855553 y: 0.484752 z: 0.806696
i: 0 x: 0.783837 y: 0.760449 z: 0.261465
i: 0 x: 0.513911 y: 0.650461 z: 0.980771
i: 0 x: 0.590234 y: 0.904113 z: 0.015571
i: 1 x: 0.039275 y: 0.723941 z: 0.654047
i: 0 x: 0.539313 y: 0.267607 z: 0.821464
i: 0 x: 0.992754 y: 0.205142 z: 0.529120
i: 1 x: 0.749501 y: 0.505136 z: 0.407616
i: 0 x: 0.854625 y: 0.143146 z: 0.584723
i: 1 x: 0.582524 y: 0.476314 z: 0.655107
i: 1 x: 0.513524 y: 0.331867 z: 0.139859
i: 1 x: 0.320221 y: 0.115704 z: 0.900308
i: 0 x: 0.581686 y: 0.629615 z: 0.550769
i: 1 x: 0.562456 y: 0.219850 z: 0.454882
i: 1 x: 0.578027 y: 0.259124 z: 0.178822
i: 1 x: 0.232074 y: 0.798437 z: 0.446430
i: 0 x: 0.053538 y: 0.791191 z: 0.651571
i: 1 x: 0.582659 y: 0.540692 z: 0.156708
i: 0 x: 0.990275 y: 0.395317 z: 0.299854
i: 0 x: 0.574998 y: 0.977841 z: 0.776168
i: 1 x: 0.230105 y: 0.491365 z: 0.108035
i: 1 x: 0.369964 y: 0.811586 z: 0.223739
i: 1 x: 0.270273 y: 0.393271 z: 0.853355
i: 0 x: 0.821041 y: 0.955728 z: 0.073204
i: 1 x: 0.275923 y: 0.533755 z: 0.332329
i: 1 x: 0.454745 y: 0.765829 z: 0.130766
i: 0 x: 0.901175 y: 0.819367 z: 0.921957
i: 1 x: 0.552747 y: 0.402026 z: 0.462649
i: 0 x: 0.709454 y: 0.392300 z: 0.857966
i: 0 x: 0.009308 y: 0.967298 z: 0.835807
i: 1 x: 0.785477 y: 0.197404 z: 0.327173
i: 0 x: 0.893512 y: 0.567368 z: 0.138759
i: 1 x: 0.117252 y: 0.837641 z: 0.532030
i: 0 x: 0.970606 y: 0.658682 z: 0.487758
i: 1 x: 0.043810 y: 0.934605 z: 0.021513
i: 1 x: 0.376139 y: 0.389351 z: 0.787342
i: 1 x: 0.506904 y: 0.290526 z: 0.606709
i: 1 x: 0.428861 y: 0.843272 z: 0.008735
i: 0 x: 0.891510 y: 0.552726 z: 0.401035
i: 0 x: 0.749477 y: 0.562035 z: 0.368334
i: 1 x: 0.585284 y: 0.347512 z: 0.565737
i: 1 x: 0.912457 y: 0.241024 z: 0.133105
i: 0 x: 0.051215 y: 0.358275 z: 0.970746
i: 1 x: 0.583245 y: 0.328881 z: 0.629428
i: 1 x: 0.071003 y: 0.372692 z: 0.564033
i: 0 x: 0.092516 y: 0.748830 z: 0.953384
i: 1 x: 0.879858 y: 0.255735 z: 0.243910
i: 1 x: 0.486567 y: 0.684596 z: 0.087182
i: 1 x: 0.495302 y: 0.576106 z: 0.639908
i: 1 x: 0.896337 y: 0.325583 z: 0.201943
i: 0 x: 0.264671 y: 0.910867 z: 0.549455
i: 0 x: 0.830408 y: 0.823324 z: 0.790478
i: 0 x: 0.963514 y: 0.874539 z: 0.148753
i: 0 x: 0.934260 y: 0.457785 z: 0.477635
i: 0 x: 0.563688 y: 0.528788 z: 0.850326
i: 1 x: 0.127722 y: 0.621304 z: 0.599157
i: 1 x: 0.081106 y: 0.501163 z: 0.854891
i: 0 x: 0.325016 y: 0.987730 z: 0.539487
i: 1 x: 0.412197 y: 0.483032 z: 0.115593
i: 1 x: 0.052105 y: 0.379370 z: 0.441176
i: 1 x: 0.254048 y: 0.644041 z: 0.352043
i: 1 x: 0.803503 y: 0.474449 z: 0.175367
i: 1 x: 0.593981 y: 0.437963 z: 0.049906
i: 1 x: 0.742735 y: 0.372223 z: 0.507690
i: 1 x: 0.220370 y: 0.935912 z: 0.036478
i: 1 x: 0.070696 y: 0.063633 z: 0.657782
i: 1 x: 0.669853 y: 0.144739 z: 0.158945
i: 1 x: 0.524744 y: 0.469755 z: 0.146675
i: 0 x: 0.064231 y: 0.881952 z: 0.629707
i: 1 x: 0.179824 y: 0.934058 z: 0.009077
i: 1 x: 0.621000 y: 0.188106 z: 0.653118
i: 0 x: 0.973043 y: 0.991609 z: 0.127567
i: 1 x: 0.148410 y: 0.585590 z: 0.565530
i: 0 x: 0.198315 y: 0.328325 z: 0.937753
i: 0 x: 0.706006 y: 0.548695 z: 0.873664
i: 0 x: 0.742484 y: 0.619391 z: 0.937298
i: 1 x: 0.400266 y: 0.289243 z: 0.082037
i: 0 x: 0.559211 y: 0.813987 z: 0.551792
i: 0 x: 0.705885 y: 0.878219 z: 0.433744
